Brand,Material,Size,Compartments,Laptop Compartment,Waterproof,Style,Color,Weight Capacity (kg),Price
Nike,Leather,Large,8.0,Yes,No,Messenger,Pink,20.33663734014777,105.88011456182916
Adidas,Polyester,Medium,5.0,No,No,Messenger,Green,17.163031935956095,86.55078216785869
Jansport,Polyester,Large,6.0,Yes,,,Pink,9.025497745733174,84.44590026668399
Puma,Canvas,Medium,4.0,Yes,Yes,Tote,Pink,28.37221115982262,38.82944896921791
Nike,Leather,Small,4.0,Yes,Yes,Tote,Red,21.20235895149847,98.17971665843731
,Nylon,Large,5.0,Yes,No,Backpack,Red,19.34636834037085,111.53012286102496
Adidas,Canvas,Large,,Yes,Yes,Tote,Gray,25.045858531935764,37.807151475926894
Adidas,,Large,6.0,Yes,Yes,Tote,Green,26.188034941303915,136.7897158508052
Puma,,Small,2.0,No,Yes,Backpack,Blue,5.0,57.91443787063956
Jansport,Leather,Medium,5.0,No,Yes,Messenger,,30.0,73.85419945514299
Puma,Canvas,Small,4.0,No,Yes,,Green,11.5258133883259,127.26097269976452
Adidas,Polyester,Large,4.0,No,Yes,Messenger,Red,25.725400204665014,50.14143351363137
Jansport,Polyester,Medium,3.0,No,No,Messenger,Blue,8.050934057876635,150.0
Adidas,Leather,Medium,10.0,Yes,No,Tote,Black,20.47103606312518,70.01865864129392
Under Armour,Canvas,Large,6.0,,Yes,,Pink,7.1296671108139735,67.42847541790007
Nike,Canvas,Small,4.0,No,No,Messenger,Black,24.13416799614069,19.214861127993935
Puma,Polyester,Large,8.0,Yes,No,Tote,Black,30.0,92.46272022175478
Nike,Canvas,Small,4.0,Yes,Yes,Messenger,Blue,,25.75301381276174
Puma,Polyester,Large,5.0,No,Yes,Tote,Green,13.902598151076674,50.00040368070108
Jansport,Canvas,Small,7.0,Yes,Yes,Messenger,Green,28.23000633057576,40.270376773065216
Jansport,Polyester,Small,9.0,Yes,Yes,Messenger,Red,20.073273453469728,108.18668221683
Jansport,Canvas,Medium,9.0,No,No,Tote,Gray,5.539498079097083,104.11460481866789
Adidas,,Small,2.0,Yes,Yes,,Green,26.261226872413417,38.58618806481113
Adidas,Nylon,Small,8.0,Yes,No,Tote,Black,13.611278822162102,60.23582154634445
Jansport,Canvas,Large,10.0,Yes,Yes,Backpack,Black,,
Adidas,Canvas,Small,,No,No,Backpack,Black,13.5844574918524,53.533325937770186
Puma,Polyester,Large,8.0,No,Yes,Tote,Green,22.87070693487203,
Nike,Leather,Large,8.0,Yes,Yes,Backpack,Black,28.91481505078945,112.3674448821783
Jansport,Canvas,Large,2.0,Yes,No,Messenger,Black,28.34815056409169,
Nike,Polyester,Medium,9.0,Yes,No,Messenger,Red,22.341401321331254,47.11138976336963
Adidas,Leather,Small,8.0,No,No,Tote,Pink,20.48929908279296,127.4396538900804
Puma,Leather,,7.0,No,Yes,Tote,Gray,16.899173127199788,21.97388864981403
Nike,Polyester,Small,4.0,Yes,No,Tote,Green,23.764684758807043,30.21071726470677
Adidas,Leather,Large,2.0,No,No,Backpack,Green,11.14183430593005,29.19902968400382
Under Armour,Nylon,Small,7.0,No,No,Messenger,Red,14.85206048670963,40.54400361186289
Puma,Leather,Medium,10.0,Yes,Yes,Backpack,Black,28.002075248119507,150.0
Puma,Polyester,Small,4.0,Yes,No,Messenger,Black,9.935682218491491,74.22080965723976
Nike,Polyester,,5.0,Yes,No,Backpack,Green,21.09316783472176,104.50631005425392
Adidas,Canvas,Small,10.0,Yes,Yes,Messenger,Blue,,30.164445268065133
Adidas,Canvas,Small,,Yes,No,Messenger,Pink,12.832953029960636,71.3556515506811
,Canvas,Small,3.0,No,No,Messenger,Pink,13.553202588546643,57.65097936988614
Jansport,Polyester,Large,4.0,No,Yes,Messenger,,8.854972470893799,75.48679968605836
Under Armour,Leather,Medium,,Yes,No,Backpack,Pink,6.943894161093411,133.20667507071667
,Leather,Small,7.0,Yes,No,Backpack,Red,16.263602122135147,128.58609462690805
Nike,Leather,Medium,6.0,Yes,No,Messenger,Green,,96.59030521289598
Puma,Polyester,Medium,6.0,No,Yes,Messenger,Blue,17.252997844265526,65.08427040859226
Nike,Nylon,Small,8.0,Yes,Yes,Messenger,Green,7.668932207396708,118.4824322259218
Nike,Polyester,Medium,2.0,Yes,Yes,Tote,Pink,7.091040354148017,98.70399878863492
Under Armour,Nylon,,10.0,No,,Tote,Gray,10.696734059287923,115.16544010817348
Under Armour,Nylon,Medium,2.0,No,No,Backpack,Gray,23.917001975086976,26.612722077192053
Under Armour,Nylon,Small,8.0,Yes,Yes,Messenger,Pink,5.0,39.3745073947811
Under Armour,Leather,Medium,,Yes,Yes,Tote,Blue,12.14781537865252,35.202299636304126
Under Armour,Nylon,Large,8.0,Yes,Yes,Tote,Green,8.221697276679103,83.10588759549012
Puma,,Small,5.0,No,No,Tote,Gray,10.512855264813991,52.80915710127506
Adidas,Polyester,Medium,3.0,No,No,Tote,Red,25.56084693656632,71.81513620179244
Adidas,Canvas,Medium,3.0,Yes,Yes,Backpack,Red,14.32649233647246,35.4654761452975
Adidas,Nylon,Small,1.0,Yes,No,Messenger,Red,18.862886101554736,97.73153718378602
Nike,Polyester,Medium,9.0,Yes,No,Messenger,Red,27.018250064789747,56.49707619880563
Puma,Leather,Large,6.0,No,Yes,Backpack,Red,12.836533057357464,130.29830809642112
Adidas,Polyester,Medium,4.0,,Yes,Backpack,Gray,12.601204053519172,70.0791850447608
Under Armour,Nylon,Small,10.0,Yes,Yes,Messenger,Green,21.762394350711887,30.308302106523332
Under Armour,Leather,Large,6.0,Yes,No,Messenger,Gray,25.41743841173306,118.44873177058184
Under Armour,Polyester,Large,8.0,No,No,Backpack,Pink,23.628998586922588,89.65462863207973
Adidas,,Large,10.0,No,Yes,Tote,Blue,24.843106900552453,133.15792659280558
,Polyester,Medium,2.0,No,No,Messenger,Black,10.779955529394384,22.162709014812496
,Polyester,Medium,5.0,,No,Tote,Pink,12.277417083204924,25.534993477366957
Nike,Nylon,Medium,2.0,No,Yes,Backpack,Gray,23.33417053451069,69.84462589087319
Adidas,Nylon,Small,9.0,No,Yes,Tote,Pink,6.127635762976157,19.05562221197975
Nike,Polyester,Small,7.0,No,Yes,Messenger,Black,23.445459787000093,84.85227287498672
Under Armour,Nylon,Small,1.0,Yes,No,Messenger,Gray,,
Nike,Leather,Medium,4.0,No,Yes,Messenger,Red,23.03918102909881,67.23203800408587
Nike,Polyester,Small,3.0,No,No,Backpack,Black,26.343542461647804,144.9055258851348
Under Armour,Nylon,Small,6.0,Yes,No,Backpack,Gray,17.85715338989072,26.16885936725726
Under Armour,Polyester,Small,2.0,Yes,Yes,Messenger,Gray,9.135994725981794,130.77502841908935
Jansport,Leather,Medium,8.0,Yes,Yes,Backpack,Blue,26.053568200129632,15.089162772931347
Adidas,Polyester,Small,3.0,No,No,Backpack,Red,22.82335701710081,60.09114210729415
Jansport,,Large,9.0,Yes,Yes,Tote,Gray,16.902295795694762,76.9148177218251
Nike,Leather,Medium,9.0,Yes,No,Tote,Red,8.126247608573301,94.5713558047941
Nike,Polyester,Large,8.0,No,No,Backpack,Green,30.0,62.31789418629552
Under Armour,Leather,Small,9.0,No,Yes,Tote,Black,25.050539475015025,79.53840541791779
,Canvas,Medium,9.0,No,Yes,Backpack,Red,25.61962412720481,82.83719612361827
Puma,Nylon,Medium,9.0,No,No,Backpack,Pink,10.324595020225178,128.00173929894214
Puma,Canvas,Small,4.0,Yes,No,Backpack,Blue,18.834438646828296,103.07430619644204
Nike,,Medium,7.0,No,No,Tote,Blue,27.919603979803043,
Adidas,Nylon,Medium,6.0,Yes,Yes,Tote,Red,8.4793909068679,141.13188723373392
Nike,Canvas,Large,1.0,No,Yes,Tote,Blue,19.336668008014477,41.084299079207
Puma,Canvas,Small,4.0,Yes,No,Messenger,Pink,29.094676368733683,57.12412704230683
Puma,Canvas,Large,6.0,Yes,No,Messenger,Red,8.727224280476975,104.45844594652276
Under Armour,Polyester,Medium,,Yes,Yes,Messenger,Blue,30.0,30.04911948740754
Under Armour,Leather,Large,8.0,Yes,No,Messenger,Red,7.634504557116928,129.31598582259178
Puma,Canvas,Large,4.0,Yes,No,Backpack,Gray,20.70418293643761,79.1170824921382
Puma,Leather,Large,4.0,No,No,Tote,Green,18.37145511716041,55.398024949529
Adidas,Polyester,Medium,4.0,No,No,Messenger,Blue,9.391267715776404,
Adidas,Leather,Medium,5.0,Yes,No,Backpack,Green,24.649681552742454,31.582378209802915
Jansport,Canvas,Large,3.0,Yes,Yes,,Pink,14.282413958728275,80.67423488357771
Puma,Polyester,Medium,5.0,,Yes,Backpack,Gray,26.76734722177408,113.59984192328665
Jansport,Canvas,Small,10.0,No,Yes,Tote,Red,5.0,92.05081492899136
Nike,Polyester,Small,6.0,Yes,Yes,Messenger,Green,21.53404542389865,134.71432934928532
Jansport,Leather,Medium,5.0,Yes,Yes,Backpack,Black,17.89139838971278,42.51183487689283
Nike,Leather,Large,5.0,No,No,Tote,Pink,26.583278593867245,137.8416665301391
Under Armour,Polyester,Small,4.0,Yes,No,Backpack,Black,30.0,41.1245579055079
Jansport,Polyester,Small,8.0,No,No,Backpack,Blue,7.631532525669039,112.51323121861122
Under Armour,Polyester,Large,8.0,,No,Backpack,Red,11.20455366712818,74.87584285644819
Jansport,Nylon,Medium,7.0,No,No,Backpack,Pink,11.848743510374517,
Adidas,Leather,Small,10.0,No,,Messenger,Green,25.890275447282864,15.0
Jansport,Polyester,Small,10.0,No,No,Backpack,Gray,28.512177963555395,42.31438672228198
Adidas,Canvas,Medium,2.0,No,Yes,Tote,Blue,18.95051484270777,133.51034282183954
Nike,Leather,Medium,,,No,Messenger,Pink,14.367443848649312,130.60350538232166
Jansport,Nylon,Large,8.0,Yes,Yes,Tote,Pink,28.02044504919172,37.486327683614526
Jansport,Nylon,Large,9.0,,Yes,Tote,Black,,61.923831189774624
Puma,,Medium,4.0,No,Yes,Backpack,Black,,57.37119401296543
Jansport,Polyester,Small,3.0,Yes,,Backpack,Green,26.05124365965041,69.47038083092922
Jansport,Polyester,Small,8.0,No,Yes,Backpack,Red,18.7164435208448,126.0693289553715
Nike,Nylon,Large,3.0,Yes,No,Tote,Pink,,86.35608448221298
Jansport,Nylon,Medium,6.0,No,No,Tote,Green,28.755564988044704,125.68130635785916
Nike,Nylon,Medium,8.0,No,Yes,Tote,Red,30.0,83.9502938762244
Adidas,Canvas,Medium,5.0,No,No,Backpack,Blue,9.172938566773428,103.41244976478406
Jansport,Leather,Large,1.0,Yes,No,Backpack,Black,18.527351085955708,60.39031020399766
Under Armour,Nylon,Large,9.0,No,No,Tote,Green,5.0,139.2493407971809
Nike,Polyester,Large,4.0,No,Yes,Backpack,Black,8.24261441895763,83.58186319529872
Puma,Nylon,Small,8.0,No,,Messenger,Blue,15.56032614994259,47.57662110757786
Jansport,Leather,Medium,10.0,No,Yes,Tote,Blue,7.2422622753117185,53.17605753331665
Puma,Nylon,Medium,3.0,Yes,Yes,Tote,Red,11.37896169364318,38.01958704200524
Adidas,Nylon,Medium,3.0,No,No,Tote,Green,22.276238718113955,143.81077583292472
Jansport,Nylon,,5.0,,Yes,Backpack,Green,16.29474054914764,16.164893712120968
Adidas,Leather,Small,6.0,No,Yes,Messenger,Green,9.321056633264254,34.58731176818778
Nike,Canvas,Medium,,Yes,No,Tote,Green,27.678655588804943,150.0
Adidas,Leather,,9.0,No,Yes,Tote,Green,,66.17688746590814
Under Armour,Nylon,Medium,5.0,,Yes,Messenger,Red,17.491241619863697,51.89625355550852
,Nylon,Medium,3.0,No,Yes,Messenger,Red,7.049035767861681,103.92543082743782
Jansport,Canvas,,7.0,Yes,No,Backpack,Pink,,100.61397626739128
Under Armour,Leather,Medium,10.0,No,Yes,Messenger,Blue,11.401097362799147,109.16044152145854
Nike,Leather,Medium,10.0,,No,Backpack,Gray,18.617515337395403,74.81348087987394
Adidas,Nylon,Large,5.0,No,Yes,Messenger,,30.0,32.35116564472396
Under Armour,Nylon,Small,8.0,No,Yes,Messenger,Gray,29.80667278959227,45.488268483258025
Puma,,Medium,3.0,Yes,No,,Green,12.882804063899094,141.57873644049084
Jansport,Leather,Small,5.0,Yes,Yes,Tote,,16.072518115157408,127.38246244985108
Adidas,Nylon,Large,9.0,Yes,Yes,Backpack,Pink,30.0,25.82019927233007
Nike,Nylon,Medium,4.0,No,Yes,Messenger,Pink,16.614865005519064,65.88751303631645
Puma,Leather,Small,2.0,Yes,No,Backpack,Black,26.707712472780766,115.8944027538322
Puma,Polyester,Medium,9.0,Yes,,Messenger,Pink,18.217972071550392,146.16641339046382
Adidas,Leather,Small,5.0,No,No,Backpack,Red,14.930634257312644,118.11029469420453
Puma,Leather,Medium,3.0,Yes,Yes,Tote,Black,10.630022623083804,53.58543472306103
Puma,Canvas,Small,1.0,Yes,No,Tote,,10.756485404273963,27.830119817121705
Nike,Canvas,Small,1.0,Yes,Yes,Backpack,Red,17.360548670516717,121.877721612377
Puma,Canvas,Small,6.0,Yes,Yes,Tote,Pink,22.86398423892519,113.95552401268851
Jansport,Leather,Large,10.0,No,Yes,Tote,Black,8.459919827909971,
Adidas,Canvas,Large,10.0,No,Yes,Tote,,13.573345768978822,29.441473604608863
Adidas,Leather,Large,10.0,Yes,Yes,Backpack,Green,24.259757020239995,36.17902902789088
Under Armour,Leather,Medium,3.0,No,No,Messenger,Green,27.5212274745472,52.82379649922293
Nike,Polyester,Medium,2.0,No,Yes,Backpack,Black,18.48345724132353,127.93649382454544
Adidas,Nylon,Large,7.0,Yes,No,Backpack,Green,29.56611697898061,96.89046748833664
Jansport,Canvas,Medium,6.0,No,Yes,Tote,Gray,12.947834953884373,139.56773210067067
Jansport,Leather,Small,10.0,No,No,Backpack,Gray,15.386465085692668,37.35728057191155
Nike,Polyester,Small,10.0,No,No,Messenger,Green,18.388173069360697,92.60308702423356
Under Armour,Canvas,Small,3.0,No,No,Messenger,Red,8.213137141237832,54.89088932209094
Puma,Polyester,Large,4.0,No,Yes,Tote,Red,28.97956727856431,73.83850316839761
,Leather,,8.0,Yes,Yes,Backpack,Green,8.361262814831752,132.5430618566368
Nike,Polyester,Large,2.0,,Yes,Backpack,Blue,27.77496842918825,38.06520191752077
Nike,Polyester,Large,7.0,Yes,No,Tote,Red,8.865478534342516,60.16643359028454
Adidas,Polyester,Medium,7.0,No,Yes,Backpack,Blue,,52.0774349261634
Adidas,Polyester,,1.0,No,No,Messenger,Black,23.84538898470144,37.16229851169429
Under Armour,Leather,Small,2.0,No,No,Tote,Gray,7.711141815838653,119.30149854141072
Jansport,Canvas,Large,1.0,Yes,No,Tote,Black,13.443434810281945,
Nike,Polyester,Small,9.0,No,Yes,Backpack,Blue,21.211560542527568,90.13623693493815
Jansport,Nylon,Medium,,No,No,Backpack,Pink,20.45167103502959,65.7764969549018
Adidas,Polyester,Large,4.0,Yes,No,Messenger,Gray,15.136250390601887,102.22784673548962
Nike,Canvas,Large,10.0,No,No,Backpack,Blue,7.391367439803424,54.489841837764935
Puma,Nylon,Large,2.0,No,Yes,Tote,Blue,13.455893499451609,
Jansport,Polyester,Large,10.0,No,No,Backpack,Red,23.260188711234267,118.22561785084989
Nike,Leather,Medium,5.0,No,Yes,Tote,Black,12.23609787026337,37.64360672899794
Jansport,Canvas,Large,8.0,Yes,Yes,Backpack,Blue,8.682164349198338,106.34529279006722
Under Armour,Nylon,Medium,2.0,No,No,Tote,Pink,6.24524756073116,89.27119490244844
Jansport,Nylon,Small,3.0,No,No,Tote,Red,8.856724762904317,39.51456287549857
Under Armour,Leather,Large,10.0,No,Yes,Tote,Green,23.40626943223528,
Jansport,Canvas,Medium,4.0,No,Yes,Backpack,Black,27.24318091841824,55.45582534607511
Under Armour,Leather,Medium,6.0,No,Yes,Backpack,Gray,27.719168457486,55.63247417809327
Nike,Polyester,Large,9.0,Yes,Yes,Messenger,Red,18.216320700825705,67.259184837079
Adidas,Nylon,Small,4.0,Yes,No,Backpack,Blue,25.937672835776656,46.98452012320886
Jansport,Leather,Small,4.0,Yes,Yes,Backpack,Gray,8.751939190434102,124.0271712584755
Puma,Polyester,Small,7.0,Yes,Yes,Messenger,Red,17.521003420843645,120.9660034988716
Nike,,Large,5.0,,Yes,Tote,Pink,,29.28894888434949
Under Armour,Polyester,Small,3.0,Yes,No,Backpack,Black,9.935282421137714,85.33919117484515
Jansport,Canvas,Small,,Yes,,Backpack,Blue,6.1357410591578745,135.2197006637754
Puma,Polyester,Medium,4.0,No,No,Messenger,Gray,22.341987903337927,69.46104109397434
,Canvas,Small,4.0,No,Yes,Backpack,,7.578725768888615,88.54669971456097
Adidas,Leather,Small,6.0,Yes,No,Tote,Pink,30.0,55.37896665582231
Puma,Canvas,Medium,6.0,Yes,Yes,Backpack,Blue,8.283683238917817,122.7663851219049
Nike,Canvas,Small,6.0,No,No,Tote,Gray,6.536118115469354,79.29202936234392
Jansport,Leather,Small,5.0,No,No,Messenger,Green,11.56508813722692,
Jansport,Polyester,,2.0,No,No,Messenger,,25.529643402576266,135.73443299722655
Adidas,Polyester,Medium,1.0,Yes,,Tote,Blue,28.0618540863762,131.27542311188677
Puma,Polyester,Large,9.0,No,No,Messenger,Green,22.27559117996029,41.14461863569692
Under Armour,Leather,,2.0,No,No,Backpack,Red,11.539940218318094,124.45071572418637
Adidas,Nylon,Medium,3.0,,Yes,Backpack,Red,14.053590475032651,120.37206546287916
,Polyester,Small,7.0,Yes,Yes,Tote,Red,26.161888267793152,136.26365171467825
Under Armour,,Small,10.0,No,Yes,Tote,Red,14.306869713429135,92.46532094122684
Adidas,Polyester,Large,6.0,No,No,,Pink,14.984770068649754,
Under Armour,Leather,Medium,3.0,Yes,No,Backpack,Gray,7.44632248406956,73.1393947751101
Jansport,Canvas,Large,5.0,Yes,No,Backpack,,25.598010725240258,107.7061268287322
Jansport,Canvas,Medium,10.0,Yes,No,Backpack,Blue,29.442551516503528,15.630754680231137
Nike,Leather,Small,3.0,Yes,Yes,Tote,Green,27.831511910873942,42.80944715682127
Puma,Leather,Large,1.0,No,Yes,Messenger,Pink,19.478508160309435,66.29806224520847
Nike,,Medium,2.0,No,Yes,Messenger,Green,8.674261630244105,84.2420447504167
Jansport,Polyester,Large,4.0,No,Yes,Messenger,Green,20.207044345871232,48.901279245525615
Jansport,Polyester,Large,4.0,No,Yes,Backpack,Red,26.7328284742338,
Jansport,Nylon,Large,1.0,Yes,Yes,Backpack,Red,21.904412038215742,58.73752002771292
Under Armour,,Medium,7.0,No,No,Messenger,Black,12.415226968794196,96.7342405454318
,Canvas,Large,2.0,Yes,Yes,Backpack,Pink,10.062429476241412,79.86561873580085
Adidas,Polyester,Small,1.0,Yes,No,Backpack,,12.743338255151276,150.0
Adidas,Leather,Large,9.0,Yes,,Backpack,Green,,54.4678889361759
Jansport,,Small,4.0,Yes,No,Backpack,Gray,12.28706610116925,134.989959641499
Puma,Polyester,Medium,7.0,Yes,Yes,Messenger,Red,11.54994484203818,140.69954406443608
Nike,Leather,Small,9.0,Yes,No,Messenger,Green,7.771351526866058,93.7711225056854
Nike,Canvas,Medium,8.0,Yes,No,Tote,,26.583505404386376,100.32184981181292
Jansport,Nylon,,6.0,Yes,,Messenger,Blue,17.020258587271154,66.8657980891738
Under Armour,Canvas,Small,4.0,Yes,No,Backpack,Gray,26.5653876386018,15.273663066122912
Under Armour,Canvas,Large,1.0,Yes,Yes,Tote,Red,19.10042281628877,67.21836319277459
Under Armour,Canvas,Small,8.0,Yes,Yes,Messenger,Black,7.031441710980253,144.65329924679486
Nike,Canvas,Large,2.0,No,Yes,Tote,Pink,28.95264819040193,90.86902243928326
Under Armour,Canvas,Medium,5.0,Yes,Yes,Tote,Gray,15.563656842244583,
Adidas,Nylon,Large,10.0,No,No,Tote,Red,23.212325718936714,60.926156478539816
Adidas,Canvas,Large,1.0,,Yes,Backpack,Green,29.67852536715117,136.6833740843353
Jansport,Leather,Large,5.0,Yes,No,Tote,Blue,27.1202850014531,25.089109905449867
Under Armour,Polyester,Medium,3.0,No,Yes,Messenger,Green,12.706606026104067,22.441816490132567
Under Armour,Nylon,Small,8.0,No,No,Tote,Pink,16.661265992123997,38.918062507601256
Puma,Canvas,Medium,6.0,No,No,Messenger,Black,21.573893291874704,72.2537462278557
Nike,Canvas,Medium,6.0,No,No,Messenger,Green,28.56281474619946,25.74751316861716
Jansport,,Small,5.0,Yes,No,Backpack,Blue,24.11257973825689,90.25637340139149
Jansport,Polyester,Large,9.0,No,,Messenger,,5.0,42.17583605991625
Puma,Polyester,Large,1.0,No,Yes,Messenger,Red,25.370840584971223,114.54178119052092
Nike,Canvas,Small,9.0,Yes,Yes,Tote,Red,22.7351759679578,64.57820451591357
Jansport,Polyester,Medium,6.0,No,No,Messenger,Red,9.186572102530938,52.08187320766866
Nike,Canvas,Medium,6.0,Yes,No,Tote,Red,6.665150813625713,28.98268985430277
Under Armour,Leather,Large,,No,Yes,Messenger,Black,7.022703243590023,110.49575284608606
Under Armour,Polyester,Large,9.0,No,No,Backpack,Pink,11.43213543147647,33.86873004823825
Under Armour,Nylon,Medium,4.0,No,Yes,Backpack,Gray,28.706940616991503,150.0
Adidas,Leather,Large,9.0,Yes,Yes,Tote,Green,,122.34925574202671
Under Armour,Polyester,Small,9.0,Yes,Yes,Messenger,Gray,,15.87581531478012
,,Medium,1.0,No,Yes,Tote,Green,6.842133624416616,20.54144232659033
Nike,Canvas,Large,,Yes,No,Messenger,Pink,29.296683822986324,103.38633928806352
Jansport,Leather,Medium,3.0,,No,Tote,Black,12.292953021993528,110.97535498507928
Adidas,Nylon,Medium,10.0,Yes,No,Backpack,Green,12.852966666979173,22.50343874603864
,Leather,Medium,1.0,No,No,Messenger,Red,25.109624778287607,66.27342756188683
Nike,Polyester,Large,2.0,Yes,No,Tote,Black,5.884519691800231,116.27304304992929
Under Armour,Canvas,Small,9.0,Yes,Yes,Backpack,Green,22.69939662505845,135.59308342817397
Jansport,Leather,Small,7.0,No,Yes,Tote,Gray,10.205148303122158,21.2922271403634
Jansport,Leather,Large,4.0,Yes,Yes,Tote,Blue,19.92994015047959,41.7308572084577
Jansport,Canvas,Large,7.0,Yes,Yes,Tote,Gray,17.7493755395851,
Adidas,Leather,Small,3.0,No,No,Backpack,Pink,26.330660842715236,95.08483302804912
Puma,,Medium,,Yes,Yes,Messenger,Gray,5.0,78.96063980696186
Puma,Canvas,Large,7.0,No,No,Backpack,Green,15.107881405778889,103.64088947870464
Puma,Leather,Large,2.0,No,Yes,,Red,30.0,98.88646445063648
Nike,Canvas,Small,1.0,Yes,Yes,,Green,,57.25953633380876
Adidas,Polyester,Large,6.0,Yes,No,Tote,Gray,20.721942258031792,23.205226639703422
Jansport,Canvas,Large,10.0,Yes,No,Backpack,Black,12.748920097625303,75.71256099537662
Jansport,Canvas,Medium,5.0,No,No,Tote,Gray,11.84838705120142,60.63282282590994
Nike,Nylon,Small,4.0,Yes,No,Messenger,Gray,17.32253521396508,67.25721349798008
Nike,Polyester,Medium,3.0,Yes,Yes,,Blue,6.908366896968245,122.46550954520532
Under Armour,Polyester,Small,3.0,Yes,Yes,Tote,Gray,19.278193521913057,76.51932814590069
Puma,,,10.0,No,Yes,Tote,,,42.04977258219846
Nike,Nylon,Small,10.0,Yes,Yes,,Gray,13.45839015046088,132.27588812670731
Adidas,Canvas,Medium,2.0,Yes,Yes,Backpack,Green,29.42015201324246,76.85493445653354
Puma,Polyester,,2.0,No,Yes,Backpack,Black,24.318132353640927,21.739401255701395
Nike,Leather,Large,2.0,Yes,No,Messenger,Green,6.042365677004424,147.75442825924262
Under Armour,Nylon,Small,10.0,Yes,,Backpack,Red,13.066703673409492,40.614907659860044
